V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,recorded-deaths,Deaths
103,,2021,2021,E12000004,East Midlands,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,W92000004,Wales,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
590,,2020,2020,E12000001,North East,week-11,Week 11,total-registered-deaths,Total registered deaths
621,,2021,2021,W92000004,Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
3,,2020,2020,E12000008,South East,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
45,,2021,2021,W92000004,Wales,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
915,,2020,2020,E12000004,East Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
0,,2020,2020,W92000004,Wales,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
963,,2021,2021,K04000001,England and Wales,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
44,,2020,2020,K04000001,England and Wales,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1211,,2020,2020,E12000006,East of England,week-11,Week 11,total-registered-deaths,Total registered deaths
917,,2021,2021,E12000007,London,week-11,Week 11,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000004,East Midlands,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000007,London,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1115,,2021,2021,E12000009,South West,week-11,Week 11,total-registered-deaths,Total registered deaths
10311,,2021,2021,K04000001,England and Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
10,,2020,2020,E12000005,West Midlands,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
675,,2020,2020,W92000004,Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
139,,2021,2021,E12000002,North West,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
110,,2021,2021,E12000003,Yorkshire and The Humber,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2020,2020,E12000002,North West,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
75,,2021,2021,E12000007,London,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
48,,2021,2021,E12000009,South West,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1031,,2021,2021,E12000003,Yorkshire and The Humber,week-11,Week 11,total-registered-deaths,Total registered deaths
1457,,2021,2021,E12000002,North West,week-11,Week 11,total-registered-deaths,Total registered deaths
139,,2021,2021,E12000008,South East,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2020,2020,E12000004,East Midlands,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
73,,2021,2021,E12000006,East of England,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1609,,2021,2021,E12000008,South East,week-11,Week 11,total-registered-deaths,Total registered deaths
754,,2021,2021,K04000001,England and Wales,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,E12000006,East of England,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
107,,2021,2021,E12000005,West Midlands,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
30,,2021,2021,E12000001,North East,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
17,,2020,2020,E12000007,London,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
119,,2021,2021,E12000002,North West,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000003,Yorkshire and The Humber,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,W92000004,Wales,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1608,,2020,2020,E12000008,South East,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000009,South West,week-34,Week 34,total-registered-deaths,Total registered deaths
9631,,2020,2020,K04000001,England and Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000005,West Midlands,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
1024,,2020,2020,E12000006,East of England,week-34,Week 34,total-registered-deaths,Total registered deaths
780,,2020,2020,E12000004,East Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
6,,2020,2020,W92000004,Wales,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000008,South East,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
33,,2020,2020,E12000002,North West,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2020,2020,E12000007,London,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2020,2020,E12000006,East of England,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
870,,2020,2020,E12000003,Yorkshire and The Humber,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000005,West Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
4,,2020,2020,E12000007,London,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,E12000005,West Midlands,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000002,North West,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000008,South East,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1043,,2020,2020,E12000009,South West,week-34,Week 34,total-registered-deaths,Total registered deaths
30,,2020,2020,E12000002,North West,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000007,London,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
104,,2020,2020,K04000001,England and Wales,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,W92000004,Wales,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000006,East of England,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000008,South East,week-34,Week 34,total-registered-deaths,Total registered deaths
5,,2020,2020,E12000009,South West,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000009,South West,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
12,,2020,2020,E12000003,Yorkshire and The Humber,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2020,2020,E12000006,East of England,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000002,North West,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2020,2020,W92000004,Wales,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2020,2020,E12000001,North East,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1269,,2020,2020,E12000002,North West,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
16,,2020,2020,E12000003,Yorkshire and The Humber,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000002,North West,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000001,North East,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
920,,2020,2020,E12000007,London,week-34,Week 34,total-registered-deaths,Total registered deaths
21,,2020,2020,E12000004,East Midlands,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2020,2020,E12000005,West Midlands,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2020,2020,E12000004,East Midlands,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2020,2020,E12000008,South East,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000007,London,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
24,,2020,2020,E12000008,South East,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
5,,2020,2020,E12000009,South West,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
479,,2020,2020,E12000001,North East,week-34,Week 34,total-registered-deaths,Total registered deaths
5,,2020,2020,E12000001,North East,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
594,,2020,2020,W92000004,Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
1028,,2020,2020,E12000005,West Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
138,,2020,2020,K04000001,England and Wales,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,W92000004,Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000003,Yorkshire and The Humber,week-34,Week 34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000003,Yorkshire and The Humber,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000001,North East,week-34,Week 34,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000004,East Midlands,week-34,Week 34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000007,London,week-34,Week 34,total-registered-deaths,Total registered deaths
564,,2020,2020,E12000006,East of England,week-15,Week 15,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1123,,2020,2020,E12000002,North West,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1503,,2020,2020,E12000003,Yorkshire and The Humber,week-15,Week 15,total-registered-deaths,Total registered deaths
10438,,2021,2021,K04000001,England and Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
729,,2020,2020,E12000008,South East,week-15,Week 15,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
25,,2021,2021,E12000008,South East,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1109,,2021,2021,E12000009,South West,week-15,Week 15,total-registered-deaths,Total registered deaths
644,,2021,2021,W92000004,Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
547,,2020,2020,E12000004,East Midlands,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
753,,2020,2020,E12000006,East of England,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
387,,2020,2020,W92000004,Wales,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2182,,2020,2020,E12000005,West Midlands,week-15,Week 15,total-registered-deaths,Total registered deaths
909,,2020,2020,E12000002,North West,week-15,Week 15,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,E12000009,South West,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
36,,2021,2021,E12000004,East Midlands,week-15,Week 15,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
37,,2021,2021,E12000002,North West,week-15,Week 15,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1984,,2020,2020,E12000006,East of England,week-15,Week 15,total-registered-deaths,Total registered deaths
1506,,2020,2020,E12000007,London,week-15,Week 15,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
